,PSNR,SSIM
count,8039.0,8039.0
mean,31.25017253236549,0.9043097873501612
std,2.9293325005397426,0.03431505131186488
min,20.406400680541992,0.7342547178268433
25%,29.226938247680664,0.8911645710468292
50%,31.728023529052734,0.9093247652053833
75%,33.25486373901367,0.9294997751712799
max,39.24958419799805,0.9634432792663574
