,PSNR,SSIM
count,8039.0,8039.0
mean,27.392380286277355,0.9058451122765458
std,2.579543270441136,0.02641044230307711
min,14.778829574584961,0.672309935092926
25%,25.703001022338867,0.8937988579273224
50%,26.65267562866211,0.9085385203361511
75%,29.25309467315674,0.9222393929958344
max,35.702781677246094,0.9632381796836853
