epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.016895691682346656,0.016895704,19.513893,0.3291555,0.00834056762871386,0.008340566,21.02518,0.37430966
1,0.006123818439732294,0.0061238226,22.459352,0.46681982,0.00590200964147332,0.005902142,22.496264,0.5060696
2,0.005352020252282313,0.005352021,23.025167,0.55326223,0.005112703918377687,0.0051146178,23.164402,0.58731174
3,0.004538755750806421,0.0045387535,23.691635,0.6324013,0.0043420712597368434,0.0043432093,23.844149,0.62092435
4,0.004118192813132224,0.00411819,24.134321,0.6857658,0.004059446938790852,0.0040576993,24.154594,0.6470369
5,0.0038276839689291926,0.0038276855,24.473385,0.71017593,0.0037034311346527747,0.0037026266,24.565245,0.71000135
6,0.0035994606012296165,0.0035994642,24.747849,0.72545534,0.003427361809894785,0.0034279115,24.914124,0.72280127
7,0.003453819788402911,0.00345382,24.936728,0.7349172,0.0033220367682776576,0.0033224921,25.059391,0.74349743
8,0.003341146797076944,0.0033411484,25.080421,0.74372494,0.003326133200657907,0.003325487,25.071714,0.74384916
9,0.003222947579856111,0.0032229503,25.241291,0.7522118,0.003466742106542077,0.0034656236,24.866135,0.74360734
10,0.0031179538815139483,0.0031179544,25.392189,0.7590994,0.0032072899797556645,0.0032084424,25.22096,0.7562595
11,0.0030861621311598243,0.0030861618,25.433947,0.7617657,0.003131413130469663,0.0031306173,25.33476,0.7632162
12,0.003068178301879959,0.0030681791,25.459423,0.7637895,0.003139924670799753,0.0031407222,25.305285,0.76247233
13,0.02617001955453507,0.026170012,16.074568,0.34060678,0.02076456435131787,0.020764116,17.032242,0.35940638
14,0.0044007216664491335,0.004400725,24.390678,0.71465015,0.003108008479667378,0.0031080935,25.34701,0.7624201
15,0.0031152020994895642,0.0031152011,25.395187,0.76215744,0.0030806113112096987,0.0030819308,25.396763,0.7624774
16,0.0030749758330402893,0.003074974,25.444397,0.76393527,0.0030725085211318285,0.0030729922,25.404495,0.7631971
17,0.027622954580036427,0.027622975,15.889257,0.34967372,0.019539606345325023,0.019546706,17.287355,0.3857355
18,0.012578838117322329,0.012578845,19.370022,0.46773416,0.008412269777725398,0.008413597,20.970715,0.53554785
19,0.005899565248330738,0.005899563,22.588432,0.6131494,0.0045996114796284454,0.004600657,23.594454,0.6607034
