,PSNR,SSIM
count,8039.0,8039.0
mean,28.32156329908868,0.9387579877840107
std,4.607660933953622,0.03849814122787979
min,13.221561431884766,0.7255500555038452
25%,25.915202140808105,0.9231946170330048
50%,29.307418823242188,0.9528535604476929
75%,31.123398780822754,0.9652639031410217
max,38.5291748046875,0.9842875003814697
