,PSNR,SSIM
count,8039.0,8039.0
mean,35.29382004104958,0.9375012700556818
std,5.649444284822009,0.039199594089826754
min,19.68912696838379,0.7125325798988342
25%,30.335988998413086,0.9204673767089844
50%,35.71722412109375,0.9506469368934631
75%,41.340463638305664,0.9655129313468933
max,44.19404983520508,0.9847152233123779
