,PSNR,SSIM
count,8039.0,8039.0
mean,34.70690121931258,0.9388380541420647
std,5.377151738495046,0.041129469129101995
min,20.548959732055664,0.7267777919769287
25%,29.91170024871826,0.9181986749172211
50%,34.72209167480469,0.951903223991394
75%,40.522125244140625,0.9697927534580231
max,43.64052200317383,0.9888100028038025
