epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.2134097487894578,0.04497892,19.46816,0.78658956,0.5717086805694405,0.38536373,4.228101,0.42829123
1,0.10768695929916638,0.004342798,25.47742,0.89231324,0.22017270377997694,0.0038516724,25.387909,0.7798078
2,0.09762577751363107,0.004155492,25.864088,0.9023739,0.09840784333218103,0.003752313,26.411926,0.9015721
3,0.08568109288693218,0.0029842127,26.150497,0.9143188,0.10193422248308685,0.003367283,24.919153,0.8980849
4,0.07916386665770633,0.0023297656,26.823614,0.92083585,0.1344041026186669,0.0033781151,26.159092,0.8655331
5,0.07378356673463654,0.0020300392,27.476942,0.9262157,0.08099013087393224,0.002402834,27.919481,0.91901577
6,0.072526366415281,0.0019743843,27.606335,0.9274748,0.07426486241406408,0.0021411602,27.691734,0.9257108
7,0.07136854486642484,0.0019170573,27.752941,0.9286317,0.0744006647460762,0.00239238,26.68498,0.9256336
8,0.07030942530815035,0.0018879568,27.847431,0.92969084,0.08260270730517376,0.0027765508,26.355368,0.91743845
9,0.06839394521557268,0.0017964711,28.06526,0.9316068,0.06925746884154177,0.0018751561,27.77506,0.93073356
10,0.06792525984560842,0.0017665355,28.14687,0.932075,0.06929906997187384,0.0017707378,28.783302,0.9307133
11,0.06789744971591044,0.0017664112,28.176525,0.9321025,0.06853144162002651,0.0017742935,28.04633,0.93145514
12,0.0674458077328534,0.0017371103,28.241558,0.9325543,0.06742340000881546,0.0016589082,28.38897,0.9325989
13,0.0670917742607588,0.001726107,28.264177,0.9329082,0.06882826315945592,0.0016897842,28.612091,0.9311462
14,0.06692534152323007,0.0017102237,28.317211,0.93307436,0.06821930271455612,0.0016500652,28.407923,0.9317741
15,0.06667497878004087,0.0016915472,28.367235,0.9333252,0.06660211720000739,0.00158976,28.60191,0.93339586
16,0.06671400162740987,0.0016884549,28.375639,0.9332869,0.06595602580185594,0.0015661042,28.682707,0.9340273
17,0.06655785525854972,0.0016823491,28.37795,0.9334414,0.06722279184166043,0.0016805883,28.31777,0.932783
18,0.06641556453113526,0.0016773293,28.413864,0.93358374,0.06672162708194776,0.0016014888,28.552305,0.9332982
19,0.0666366093640928,0.0016830598,28.397982,0.9333629,0.06651656141226318,0.0015832789,28.596224,0.933524
