,PSNR,SSIM
count,8039.0,8039.0
mean,29.022666943964488,0.8840269487152379
std,2.1044682859614445,0.025604747300702144
min,20.401105880737305,0.7152717113494873
25%,27.824684143066406,0.8715508580207825
50%,28.733131408691406,0.8855124711990356
75%,30.19447422027588,0.8995648920536041
max,35.923091888427734,0.9400768280029297
