epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.010573808893851977,0.010573808,22.990688,0.5480797,0.0030499561954070225,0.0030499555,26.42194,0.668909
1,0.0019437887307954076,0.0019437881,27.744623,0.7293904,0.002475339774478591,0.0024746605,27.944698,0.7924328
2,0.0016366494083540069,0.0016366501,28.609858,0.8178298,0.0018807449749397949,0.0018798197,27.896515,0.739358
3,0.0014146499836091783,0.0014146495,29.302721,0.8558307,0.0016414595252015338,0.0016401584,28.78278,0.87754345
4,0.0012686655180043915,0.0012686659,29.783987,0.89073867,0.0020585415581102088,0.0020579179,27.26981,0.8669186
5,0.001211065592480136,0.0012110648,30.0394,0.90170324,0.0012852148356614634,0.0012847047,29.70592,0.85590464
6,0.0011686313335828665,0.0011686311,30.235586,0.90675414,0.0010818675200216707,0.0010816065,30.567945,0.91131127
7,0.0011160452502763615,0.0011160449,30.462893,0.91083694,0.007525696296073582,0.007518366,22.125158,0.70927376
8,0.0010885836495726847,0.0010885835,30.605177,0.91201985,0.001321765047567629,0.0013208238,29.57724,0.9109049
9,0.0010293972237743663,0.0010293983,30.845713,0.9160275,0.000945208204646552,0.00094585464,31.260092,0.91942674
10,0.0010340150815798476,0.001034015,30.834,0.91640365,0.0009686669720144108,0.0009692811,31.15756,0.9043856
11,0.0010203385324750863,0.0010203387,30.893253,0.9175046,0.0009110889381838791,0.0009091796,31.435213,0.9168086
12,0.0010022220501036472,0.0010022217,30.956324,0.9177446,0.0009045954484254357,0.0009048442,31.489452,0.9226297
13,0.0009963744205690062,0.000996375,31.000624,0.9181598,0.0009068902070104176,0.0009059961,31.442114,0.92169064
14,0.0009981278706527757,0.000998128,30.973454,0.9184134,0.0009158041397438802,0.0009134766,31.446163,0.9209045
15,0.000992511116193397,0.0009925108,30.998987,0.91869205,0.0009019425451279158,0.00090200384,31.48051,0.9199525
16,0.0010020486085356006,0.0010020483,30.96475,0.918192,0.0009152662009335305,0.0009154047,31.46031,0.92091715
17,0.0009921364182844193,0.0009921369,31.003494,0.91882133,0.0008882361186712434,0.0008879296,31.550364,0.92140377
18,0.000994745443019139,0.0009947448,30.996075,0.91881275,0.0009186052394115591,0.00091891945,31.451744,0.92098427
19,0.0009998865837816237,0.000999886,30.970394,0.91846454,0.0009029217480197442,0.00090342975,31.500607,0.9212232
20,0.000999688807930679,0.0009996884,30.96542,0.91854453,0.0009184911896959054,0.0009179422,31.419462,0.92022294
