,PSNR,SSIM
count,8039.0,8039.0
mean,31.523487407809125,0.9224329106783092
std,2.9818541824234046,0.03290826355117364
min,19.885765075683594,0.7318608164787292
25%,29.570480346679688,0.9119572043418884
50%,31.91567039489746,0.9302309155464172
75%,33.46054458618164,0.9455637335777283
max,39.59022521972656,0.9686322808265686
