,PSNR,SSIM
count,8039.0,8039.0
mean,37.13265955526744,0.9774731702806938
std,6.239107279801535,0.028565114594083705
min,18.791215896606445,0.8024747371673584
25%,31.37299346923828,0.9632133841514587
50%,38.599430084228516,0.9933362603187561
75%,42.05235290527344,0.9984877109527588
max,49.62908935546875,0.9991608262062073
