,PSNR,SSIM
count,8039.0,8039.0
mean,33.82059007818566,0.9258297409995276
std,7.674660288932949,0.050879041746124995
min,13.393739700317383,0.7015953063964844
25%,27.015755653381348,0.902856171131134
50%,37.36956024169922,0.949022114276886
75%,40.83934020996094,0.9616468250751495
max,44.36388397216797,0.9808664321899414
