,PSNR,SSIM
count,8039.0,8039.0
mean,26.70718628975538,0.8081242514273497
std,1.88735715458615,0.033120941629714226
min,16.909414291381836,0.5968537926673889
25%,25.551840782165527,0.7896661162376404
50%,26.363109588623047,0.8094037175178528
75%,27.748401641845703,0.8272895216941833
max,33.543888092041016,0.8887411952018738
