,PSNR,SSIM
count,8039.0,8039.0
mean,32.107964846547794,0.9686818162530998
std,4.666878827474887,0.036405752877944585
min,14.837831497192383,0.7273937463760376
25%,28.49463176727295,0.9520128965377808
50%,32.2896614074707,0.9858250617980957
75%,34.826202392578125,0.9968200623989105
max,46.536048889160156,0.9982258081436157
