epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.07706720855114234,0.019442825,25.97523,0.9229332,0.05673219212170305,0.0025539738,31.726145,0.94326764
1,0.036534776139483346,0.0014875642,32.237217,0.9634657,0.04103249722513659,0.000987076,34.65866,0.95893264
2,0.032400996711600655,0.001026496,33.18359,0.96759963,0.1190569071934141,0.005476931,24.366116,0.88092744
3,0.0309227587692526,0.0009129565,33.775013,0.96907747,0.029306267013494997,0.0007018807,36.211178,0.97072893
4,0.028649345801562153,0.0008603225,34.065823,0.97135144,0.13442744434564963,0.0017732602,33.937584,0.86564094
5,0.02731345136447941,0.00080885005,34.3063,0.97268677,0.026289012411545062,0.000766037,36.574295,0.9737184
6,0.02587437811082475,0.0007582396,34.68111,0.9741256,0.04379556113961099,0.0014282948,33.783737,0.9561822
7,0.024877467391344832,0.00073203456,34.89563,0.9751224,0.02861541372606124,0.0009172938,36.23192,0.9713864
8,0.022184972127949763,0.0006095948,35.86816,0.9778145,0.03166135100797675,0.000820539,37.337696,0.96835285
