epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.10598847915366329,0.018339634,24.644234,0.8940106,0.20182229321578454,0.0027386749,28.727282,0.7981779
1,0.05205223533942059,0.001235198,30.400806,0.9479484,0.056570426657282076,0.0011343545,31.191288,0.9433687
2,0.045590642079988135,0.0010921927,31.10091,0.95440835,0.06904010680215113,0.0016952497,30.653902,0.9309604
3,0.041994730363970834,0.0010174947,31.524033,0.958005,0.07441076413653362,0.0022954936,28.08601,0.9256304
4,0.03863959891231377,0.0009165894,31.949848,0.9613608,0.04170885202528416,0.0009997422,31.469893,0.9582761
5,0.03809227638561323,0.00089637225,32.05537,0.96190816,0.04105927238519164,0.0011117049,32.392807,0.95899755
6,0.037383354310098066,0.0008707033,32.194508,0.9626166,0.03665825210768601,0.00075456704,33.172325,0.96329844
7,0.03698548785113559,0.0008606166,32.298233,0.96301365,0.03846154541804873,0.0009479568,32.054436,0.96154124
8,0.03674669091211502,0.0008445013,32.33616,0.9632532,0.03854440323922826,0.00096139143,32.66604,0.9614467
9,0.03603420732473791,0.00080439664,32.56215,0.96396476,0.03624672776666181,0.00075958844,33.16273,0.96377134
10,0.035758629556325985,0.0007954333,32.613632,0.96424115,0.036043139367268,0.0007760459,33.20543,0.96394813
11,0.03541791415703365,0.000785838,32.688667,0.96458244,0.03612761130963249,0.00073059025,33.289543,0.96391577
12,0.035584708755451375,0.0007867679,32.680557,0.9644151,0.03624639206234066,0.00073676876,33.2878,0.9637518
13,0.03532925056447144,0.00077105826,32.77217,0.96467066,0.03509756408888718,0.00069019233,33.455925,0.96489435
14,0.03607757944066571,0.0007891863,32.707764,0.9639223,0.03532784749036548,0.0007009661,33.444843,0.96467084
15,0.03536379414851924,0.0007671812,32.812737,0.96463585,0.035307267959090484,0.00070337544,33.396847,0.96467537
16,0.03567926348119542,0.000775852,32.78517,0.96432,0.03532505001144848,0.00069057575,33.40635,0.9646703
