,PSNR,SSIM
count,8039.0,8039.0
mean,31.63087470354407,0.9553083854537799
std,3.2616470515551113,0.02552703860082937
min,16.591827392578125,0.7533758878707886
25%,29.686068534851074,0.9451523125171661
50%,31.899290084838867,0.9648306965827942
75%,33.5427303314209,0.9720232784748077
max,40.49175262451172,0.9876274466514587
