,PSNR,SSIM
count,8039.0,8039.0
mean,33.95753797409412,0.9501686584950977
std,3.843409905173365,0.030118540998901235
min,20.12071990966797,0.6748210787773132
25%,30.957677841186523,0.9373524188995361
50%,34.80752944946289,0.9622684121131897
75%,36.82383728027344,0.9718567728996277
max,42.7611083984375,0.9832037687301636
