epoch,loss,mean_squared_error,psnr,ssim,val_loss,val_mean_squared_error,val_psnr,val_ssim
0,0.12014025511387781,0.030167155,23.347895,0.87985957,0.07260728396218398,0.0034771059,27.005203,0.9273927
1,0.05849386805329727,0.002568238,28.704151,0.94150573,0.1828507255206163,0.0026229583,28.482517,0.8171429
2,0.052166488501284566,0.0020110186,29.446995,0.9478341,0.0622424904642434,0.0019040735,29.212015,0.9377629
3,0.04840567431746814,0.0016005483,30.05484,0.9515941,0.08211787884262786,0.0019788516,30.492743,0.9178574
4,0.043926482447484504,0.0011746284,30.838999,0.95607346,0.05145176046196072,0.0017297515,30.384098,0.9485315
5,0.04188365434347833,0.0011105876,31.069317,0.9581163,0.08316340203257813,0.001967448,30.54075,0.9167989
6,0.03977761714273183,0.0010487463,31.38621,0.96022195,0.3518594092336194,0.096859396,10.479893,0.6480533
7,0.037664770200310664,0.0009663379,31.744673,0.9623356,0.03662185131133288,0.00079209614,32.707382,0.9633586
8,0.03719561943844085,0.00094809895,31.829056,0.9628048,0.036418588853430474,0.00081254216,32.540337,0.96362865
9,0.03618091200860802,0.00091906934,31.953987,0.9638189,0.04076046762110173,0.0014213542,31.929737,0.9592262
10,0.0357844046189825,0.00090540515,32.04793,0.96421546,0.03690611271337531,0.0010744857,32.36075,0.9631271
11,0.03486909114818855,0.0008679569,32.22058,0.9651314,0.035944278041521706,0.0008543495,32.783096,0.9640912
12,0.035037523145533093,0.00086178584,32.26042,0.9649633,0.035006766004123904,0.0008102609,32.968227,0.96498334
13,0.03473438015043624,0.0008528067,32.335697,0.96526545,0.034619339238638164,0.0007876983,33.02655,0.96541
14,0.03464019326894524,0.00085423735,32.33938,0.9653593,0.03509964922378803,0.00082868576,32.960415,0.9649546
15,0.03432370489613772,0.00082740997,32.41927,0.96567637,0.03385434924871072,0.0007350982,33.228638,0.9661276
16,0.03487059129704228,0.00084384566,32.382385,0.96512914,0.03598877188118025,0.001026242,32.5223,0.96398854
17,0.0341747241147352,0.00082511624,32.47109,0.9658246,0.03393623626780236,0.00078350806,33.07858,0.9660718
18,0.03381376094347246,0.0008163402,32.52495,0.9661868,0.03398859655034953,0.00074545573,33.20269,0.96599334
