,PSNR,SSIM
count,8039.0,8039.0
mean,27.268375073815033,0.8263723454912558
std,2.0365366245450174,0.03548892599017861
min,18.20233917236328,0.6435346603393555
25%,26.10486602783203,0.8092276751995087
50%,27.079639434814453,0.8299722075462341
75%,28.4047794342041,0.8455829620361328
max,33.90631866455078,0.9096850752830505
